path,label
./data\145. Zapdos\zapdos-gen13.jpg,144
./data\145. Zapdos\zapdos0.jpg,144
./data\145. Zapdos\zapdos1.jpg,144
./data\145. Zapdos\zapdos4.png,144
./data\145. Zapdos\sprites\zapdos0.png,144
./data\145. Zapdos\sprites\zapdos1.png,144
./data\145. Zapdos\sprites\zapdos10.png,144
./data\145. Zapdos\sprites\zapdos11.png,144
./data\145. Zapdos\sprites\zapdos2.png,144
./data\145. Zapdos\sprites\zapdos3.png,144
./data\145. Zapdos\sprites\zapdos4.png,144
./data\145. Zapdos\sprites\zapdos5.png,144
./data\145. Zapdos\sprites\zapdos6.png,144
./data\145. Zapdos\sprites\zapdos7.png,144
./data\145. Zapdos\sprites\zapdos8.png,144
./data\145. Zapdos\sprites\zapdos9.png,144
./data\146. Moltres\moltres-galarian-alt5.jpg,145
./data\146. Moltres\moltres-galarian2.jpg,145
./data\146. Moltres\moltres-gen13.jpg,145
./data\146. Moltres\moltres0.jpg,145
./data\146. Moltres\moltres1.jpg,145
./data\146. Moltres\moltres4.png,145
./data\146. Moltres\sprites\moltres0.png,145
./data\146. Moltres\sprites\moltres1.png,145
./data\146. Moltres\sprites\moltres10.png,145
./data\146. Moltres\sprites\moltres11.png,145
./data\146. Moltres\sprites\moltres2.png,145
./data\146. Moltres\sprites\moltres3.png,145
./data\146. Moltres\sprites\moltres4.png,145
./data\146. Moltres\sprites\moltres5.png,145
./data\146. Moltres\sprites\moltres6.png,145
./data\146. Moltres\sprites\moltres7.png,145
./data\146. Moltres\sprites\moltres8.png,145
./data\146. Moltres\sprites\moltres9.png,145
./data\147. Dratini\dratini-gen1-jp3.jpg,146
./data\147. Dratini\dratini-gen12.jpg,146
./data\147. Dratini\dratini0.jpg,146
./data\147. Dratini\dratini1.jpg,146
./data\147. Dratini\dratini4.png,146
./data\147. Dratini\sprites\dratini0.png,146
./data\147. Dratini\sprites\dratini1.png,146
./data\147. Dratini\sprites\dratini10.png,146
./data\147. Dratini\sprites\dratini11.png,146
./data\147. Dratini\sprites\dratini12.png,146
./data\147. Dratini\sprites\dratini13.png,146
./data\147. Dratini\sprites\dratini2.png,146
./data\147. Dratini\sprites\dratini3.png,146
./data\147. Dratini\sprites\dratini4.png,146
./data\147. Dratini\sprites\dratini5.png,146
./data\147. Dratini\sprites\dratini6.png,146
./data\147. Dratini\sprites\dratini7.png,146
./data\147. Dratini\sprites\dratini8.png,146
./data\147. Dratini\sprites\dratini9.png,146
./data\148. Dragonair\dragonair-gen1-jp3.jpg,147
./data\148. Dragonair\dragonair-gen12.jpg,147
./data\148. Dragonair\dragonair0.jpg,147
./data\148. Dragonair\dragonair1.jpg,147
./data\148. Dragonair\dragonair4.png,147
./data\148. Dragonair\sprites\dragonair0.png,147
./data\148. Dragonair\sprites\dragonair1.png,147
./data\148. Dragonair\sprites\dragonair10.png,147
./data\148. Dragonair\sprites\dragonair11.png,147
./data\148. Dragonair\sprites\dragonair12.png,147
./data\148. Dragonair\sprites\dragonair13.png,147
./data\148. Dragonair\sprites\dragonair2.png,147
./data\148. Dragonair\sprites\dragonair3.png,147
./data\148. Dragonair\sprites\dragonair4.png,147
./data\148. Dragonair\sprites\dragonair5.png,147
./data\148. Dragonair\sprites\dragonair6.png,147
./data\148. Dragonair\sprites\dragonair7.png,147
./data\148. Dragonair\sprites\dragonair8.png,147
./data\148. Dragonair\sprites\dragonair9.png,147
./data\149. Dragonite\dragonite-gen1-jp3.jpg,148
./data\149. Dragonite\dragonite-gen12.jpg,148
./data\149. Dragonite\dragonite0.jpg,148
./data\149. Dragonite\dragonite1.jpg,148
./data\149. Dragonite\dragonite4.png,148
./data\149. Dragonite\sprites\dragonite0.png,148
./data\149. Dragonite\sprites\dragonite1.png,148
./data\149. Dragonite\sprites\dragonite10.png,148
./data\149. Dragonite\sprites\dragonite11.png,148
./data\149. Dragonite\sprites\dragonite12.png,148
./data\149. Dragonite\sprites\dragonite13.png,148
./data\149. Dragonite\sprites\dragonite2.png,148
./data\149. Dragonite\sprites\dragonite3.png,148
./data\149. Dragonite\sprites\dragonite4.png,148
./data\149. Dragonite\sprites\dragonite5.png,148
./data\149. Dragonite\sprites\dragonite6.png,148
./data\149. Dragonite\sprites\dragonite7.png,148
./data\149. Dragonite\sprites\dragonite8.png,148
./data\149. Dragonite\sprites\dragonite9.png,148
./data\150. Mewtwo\mewtwo-mega-x2.jpg,149
./data\150. Mewtwo\mewtwo-mega-y3.jpg,149
./data\150. Mewtwo\mewtwo0.jpg,149
./data\150. Mewtwo\mewtwo1.jpg,149
./data\150. Mewtwo\mewtwo4.png,149
./data\150. Mewtwo\sprites\mewtwo0.png,149
./data\150. Mewtwo\sprites\mewtwo1.png,149
./data\150. Mewtwo\sprites\mewtwo10.png,149
./data\150. Mewtwo\sprites\mewtwo11.png,149
./data\150. Mewtwo\sprites\mewtwo2.png,149
./data\150. Mewtwo\sprites\mewtwo3.png,149
./data\150. Mewtwo\sprites\mewtwo4.png,149
./data\150. Mewtwo\sprites\mewtwo5.png,149
./data\150. Mewtwo\sprites\mewtwo6.png,149
./data\150. Mewtwo\sprites\mewtwo7.png,149
./data\150. Mewtwo\sprites\mewtwo8.png,149
./data\150. Mewtwo\sprites\mewtwo9.png,149
./data\151. Mew\mew-gen1-alt2.jpg,150
./data\151. Mew\mew-gen13.jpg,150
./data\151. Mew\mew0.jpg,150
./data\151. Mew\mew1.jpg,150
./data\151. Mew\mew4.png,150
./data\151. Mew\sprites\mew0.png,150
./data\151. Mew\sprites\mew1.png,150
./data\151. Mew\sprites\mew10.png,150
./data\151. Mew\sprites\mew11.png,150
./data\151. Mew\sprites\mew2.png,150
./data\151. Mew\sprites\mew3.png,150
./data\151. Mew\sprites\mew4.png,150
./data\151. Mew\sprites\mew5.png,150
./data\151. Mew\sprites\mew6.png,150
./data\151. Mew\sprites\mew7.png,150
./data\151. Mew\sprites\mew8.png,150
./data\151. Mew\sprites\mew9.png,150
./data\152. Chikorita\chikorita-gen22.jpg,151
./data\152. Chikorita\chikorita0.jpg,151
./data\152. Chikorita\chikorita1.jpg,151
./data\152. Chikorita\chikorita3.png,151
./data\152. Chikorita\sprites\chikorita0.png,151
./data\152. Chikorita\sprites\chikorita1.png,151
./data\152. Chikorita\sprites\chikorita2.png,151
./data\152. Chikorita\sprites\chikorita3.png,151
./data\152. Chikorita\sprites\chikorita4.png,151
./data\152. Chikorita\sprites\chikorita5.png,151
./data\152. Chikorita\sprites\chikorita6.png,151
./data\152. Chikorita\sprites\chikorita7.png,151
./data\152. Chikorita\sprites\chikorita8.png,151
./data\152. Chikorita\sprites\chikorita9.png,151
./data\153. Bayleef\bayleef-gen22.jpg,152
./data\153. Bayleef\bayleef0.jpg,152
./data\153. Bayleef\bayleef1.jpg,152
./data\153. Bayleef\bayleef3.png,152
./data\153. Bayleef\sprites\bayleef0.png,152
./data\153. Bayleef\sprites\bayleef1.png,152
./data\153. Bayleef\sprites\bayleef2.png,152
./data\153. Bayleef\sprites\bayleef3.png,152
./data\153. Bayleef\sprites\bayleef4.png,152
./data\153. Bayleef\sprites\bayleef5.png,152
./data\153. Bayleef\sprites\bayleef6.png,152
./data\153. Bayleef\sprites\bayleef7.png,152
./data\153. Bayleef\sprites\bayleef8.png,152
./data\153. Bayleef\sprites\bayleef9.png,152
./data\154. Meganium\meganium-gen22.jpg,153
./data\154. Meganium\meganium0.jpg,153
./data\154. Meganium\meganium1.jpg,153
./data\154. Meganium\meganium3.png,153
./data\154. Meganium\sprites\meganium-f2.png,153
./data\154. Meganium\sprites\meganium-f3.png,153
./data\154. Meganium\sprites\meganium-f4.png,153
./data\154. Meganium\sprites\meganium-f7.png,153
./data\154. Meganium\sprites\meganium-f8.png,153
./data\154. Meganium\sprites\meganium-f9.png,153
./data\154. Meganium\sprites\meganium0.png,153
./data\154. Meganium\sprites\meganium1.png,153
./data\154. Meganium\sprites\meganium5.png,153
./data\154. Meganium\sprites\meganium6.png,153
./data\155. Cyndaquil\cyndaquil-gen22.jpg,154
./data\155. Cyndaquil\cyndaquil0.jpg,154
./data\155. Cyndaquil\cyndaquil1.jpg,154
./data\155. Cyndaquil\cyndaquil3.png,154
./data\155. Cyndaquil\sprites\cyndaquil0.png,154
./data\155. Cyndaquil\sprites\cyndaquil1.png,154
./data\155. Cyndaquil\sprites\cyndaquil10.png,154
./data\155. Cyndaquil\sprites\cyndaquil11.png,154
./data\155. Cyndaquil\sprites\cyndaquil2.png,154
./data\155. Cyndaquil\sprites\cyndaquil3.png,154
./data\155. Cyndaquil\sprites\cyndaquil4.png,154
./data\155. Cyndaquil\sprites\cyndaquil5.png,154
./data\155. Cyndaquil\sprites\cyndaquil6.png,154
./data\155. Cyndaquil\sprites\cyndaquil7.png,154
./data\155. Cyndaquil\sprites\cyndaquil8.png,154
./data\155. Cyndaquil\sprites\cyndaquil9.png,154
./data\156. Quilava\quilava-gen22.jpg,155
./data\156. Quilava\quilava0.jpg,155
./data\156. Quilava\quilava1.jpg,155
./data\156. Quilava\quilava3.png,155
./data\156. Quilava\sprites\quilava0.png,155
./data\156. Quilava\sprites\quilava1.png,155
./data\156. Quilava\sprites\quilava10.png,155
./data\156. Quilava\sprites\quilava11.png,155
./data\156. Quilava\sprites\quilava2.png,155
./data\156. Quilava\sprites\quilava3.png,155
./data\156. Quilava\sprites\quilava4.png,155
./data\156. Quilava\sprites\quilava5.png,155
./data\156. Quilava\sprites\quilava6.png,155
./data\156. Quilava\sprites\quilava7.png,155
./data\156. Quilava\sprites\quilava8.png,155
./data\156. Quilava\sprites\quilava9.png,155
./data\157. Typhlosion\typhlosion-gen23.jpg,156
./data\157. Typhlosion\typhlosion-hisuian2.jpg,156
./data\157. Typhlosion\typhlosion0.jpg,156
./data\157. Typhlosion\typhlosion1.jpg,156
./data\157. Typhlosion\typhlosion4.png,156
./data\157. Typhlosion\sprites\typhlosion-hisuian11.png,156
./data\157. Typhlosion\sprites\typhlosion-hisuian5.png,156
./data\157. Typhlosion\sprites\typhlosion0.png,156
./data\157. Typhlosion\sprites\typhlosion1.png,156
./data\157. Typhlosion\sprites\typhlosion10.png,156
./data\157. Typhlosion\sprites\typhlosion2.png,156
./data\157. Typhlosion\sprites\typhlosion3.png,156
./data\157. Typhlosion\sprites\typhlosion4.png,156
./data\157. Typhlosion\sprites\typhlosion6.png,156
./data\157. Typhlosion\sprites\typhlosion7.png,156
./data\157. Typhlosion\sprites\typhlosion8.png,156
./data\157. Typhlosion\sprites\typhlosion9.png,156
./data\158. Totodile\totodile-gen22.jpg,157
./data\158. Totodile\totodile0.jpg,157
./data\158. Totodile\totodile1.jpg,157
./data\158. Totodile\totodile3.png,157
./data\158. Totodile\sprites\totodile0.png,157
./data\158. Totodile\sprites\totodile1.png,157
./data\158. Totodile\sprites\totodile2.png,157
./data\158. Totodile\sprites\totodile3.png,157
./data\158. Totodile\sprites\totodile4.png,157
./data\158. Totodile\sprites\totodile5.png,157
./data\158. Totodile\sprites\totodile6.png,157
./data\158. Totodile\sprites\totodile7.png,157
./data\158. Totodile\sprites\totodile8.png,157
./data\158. Totodile\sprites\totodile9.png,157
./data\159. Croconaw\croconaw-gen22.jpg,158
./data\159. Croconaw\croconaw0.jpg,158
./data\159. Croconaw\croconaw1.jpg,158
./data\159. Croconaw\croconaw3.png,158
./data\159. Croconaw\sprites\croconaw0.png,158
./data\159. Croconaw\sprites\croconaw1.png,158
./data\159. Croconaw\sprites\croconaw2.png,158
./data\159. Croconaw\sprites\croconaw3.png,158
./data\159. Croconaw\sprites\croconaw4.png,158
./data\159. Croconaw\sprites\croconaw5.png,158
./data\159. Croconaw\sprites\croconaw6.png,158
./data\159. Croconaw\sprites\croconaw7.png,158
./data\159. Croconaw\sprites\croconaw8.png,158
./data\159. Croconaw\sprites\croconaw9.png,158
./data\160. Feraligatr\feraligatr-gen22.jpg,159
./data\160. Feraligatr\feraligatr0.jpg,159
./data\160. Feraligatr\feraligatr1.jpg,159
./data\160. Feraligatr\feraligatr3.png,159
./data\160. Feraligatr\sprites\feraligatr0.png,159
./data\160. Feraligatr\sprites\feraligatr1.png,159
./data\160. Feraligatr\sprites\feraligatr2.png,159
./data\160. Feraligatr\sprites\feraligatr3.png,159
./data\160. Feraligatr\sprites\feraligatr4.png,159
./data\160. Feraligatr\sprites\feraligatr5.png,159
./data\160. Feraligatr\sprites\feraligatr6.png,159
./data\160. Feraligatr\sprites\feraligatr7.png,159
./data\160. Feraligatr\sprites\feraligatr8.png,159
./data\160. Feraligatr\sprites\feraligatr9.png,159
./data\161. Sentret\sentret-gen22.jpg,160
./data\161. Sentret\sentret0.jpg,160
./data\161. Sentret\sentret1.jpg,160
./data\161. Sentret\sentret3.png,160
./data\161. Sentret\sprites\sentret0.png,160
./data\161. Sentret\sprites\sentret1.png,160
./data\161. Sentret\sprites\sentret2.png,160
./data\161. Sentret\sprites\sentret3.png,160
./data\161. Sentret\sprites\sentret4.png,160
./data\161. Sentret\sprites\sentret5.png,160
./data\161. Sentret\sprites\sentret6.png,160
./data\161. Sentret\sprites\sentret7.png,160
./data\161. Sentret\sprites\sentret8.png,160
./data\161. Sentret\sprites\sentret9.png,160
./data\162. Furret\furret-gen22.jpg,161
./data\162. Furret\furret0.jpg,161
./data\162. Furret\furret1.jpg,161
./data\162. Furret\furret3.png,161
./data\162. Furret\sprites\furret0.png,161
./data\162. Furret\sprites\furret1.png,161
./data\162. Furret\sprites\furret2.png,161
./data\162. Furret\sprites\furret3.png,161
./data\162. Furret\sprites\furret4.png,161
./data\162. Furret\sprites\furret5.png,161
./data\162. Furret\sprites\furret6.png,161
./data\162. Furret\sprites\furret7.png,161
./data\162. Furret\sprites\furret8.png,161
./data\162. Furret\sprites\furret9.png,161
./data\163. Hoothoot\hoothoot-gen22.jpg,162
./data\163. Hoothoot\hoothoot0.jpg,162
./data\163. Hoothoot\hoothoot1.jpg,162
./data\163. Hoothoot\hoothoot3.png,162
./data\163. Hoothoot\sprites\hoothoot0.png,162
./data\163. Hoothoot\sprites\hoothoot1.png,162
./data\163. Hoothoot\sprites\hoothoot10.png,162
./data\163. Hoothoot\sprites\hoothoot11.png,162
./data\163. Hoothoot\sprites\hoothoot12.png,162
./data\163. Hoothoot\sprites\hoothoot2.png,162
./data\163. Hoothoot\sprites\hoothoot3.png,162
./data\163. Hoothoot\sprites\hoothoot4.png,162
./data\163. Hoothoot\sprites\hoothoot5.png,162
./data\163. Hoothoot\sprites\hoothoot6.png,162
./data\163. Hoothoot\sprites\hoothoot7.png,162
./data\163. Hoothoot\sprites\hoothoot8.png,162
./data\163. Hoothoot\sprites\hoothoot9.png,162
./data\164. Noctowl\noctowl-gen22.jpg,163
./data\164. Noctowl\noctowl0.jpg,163
./data\164. Noctowl\noctowl1.jpg,163
./data\164. Noctowl\noctowl3.png,163
./data\164. Noctowl\sprites\noctowl0.png,163
./data\164. Noctowl\sprites\noctowl1.png,163
./data\164. Noctowl\sprites\noctowl10.png,163
./data\164. Noctowl\sprites\noctowl11.png,163
./data\164. Noctowl\sprites\noctowl12.png,163
./data\164. Noctowl\sprites\noctowl2.png,163
./data\164. Noctowl\sprites\noctowl3.png,163
./data\164. Noctowl\sprites\noctowl4.png,163
./data\164. Noctowl\sprites\noctowl5.png,163
./data\164. Noctowl\sprites\noctowl6.png,163
./data\164. Noctowl\sprites\noctowl7.png,163
./data\164. Noctowl\sprites\noctowl8.png,163
./data\164. Noctowl\sprites\noctowl9.png,163
./data\165. Ledyba\ledyba-gen22.jpg,164
./data\165. Ledyba\ledyba0.jpg,164
./data\165. Ledyba\ledyba1.jpg,164
./data\165. Ledyba\ledyba3.png,164
./data\165. Ledyba\sprites\ledyba-f10.png,164
./data\165. Ledyba\sprites\ledyba-f11.png,164
./data\165. Ledyba\sprites\ledyba-f2.png,164
./data\165. Ledyba\sprites\ledyba-f3.png,164
./data\165. Ledyba\sprites\ledyba-f4.png,164
./data\165. Ledyba\sprites\ledyba-f5.png,164
./data\165. Ledyba\sprites\ledyba-f8.png,164
./data\165. Ledyba\sprites\ledyba-f9.png,164
./data\165. Ledyba\sprites\ledyba0.png,164
./data\165. Ledyba\sprites\ledyba1.png,164
./data\165. Ledyba\sprites\ledyba6.png,164
./data\165. Ledyba\sprites\ledyba7.png,164
./data\166. Ledian\ledian-gen22.jpg,165
./data\166. Ledian\ledian0.jpg,165
./data\166. Ledian\ledian1.jpg,165
./data\166. Ledian\ledian3.png,165
./data\166. Ledian\sprites\ledian-f10.png,165
./data\166. Ledian\sprites\ledian-f11.png,165
./data\166. Ledian\sprites\ledian-f2.png,165
./data\166. Ledian\sprites\ledian-f3.png,165
./data\166. Ledian\sprites\ledian-f4.png,165
./data\166. Ledian\sprites\ledian-f5.png,165
./data\166. Ledian\sprites\ledian-f8.png,165
./data\166. Ledian\sprites\ledian-f9.png,165
./data\166. Ledian\sprites\ledian0.png,165
./data\166. Ledian\sprites\ledian1.png,165
./data\166. Ledian\sprites\ledian6.png,165
./data\166. Ledian\sprites\ledian7.png,165
./data\167. Spinarak\spinarak-gen22.jpg,166
./data\167. Spinarak\spinarak0.jpg,166
./data\167. Spinarak\spinarak1.jpg,166
./data\167. Spinarak\spinarak3.png,166
./data\167. Spinarak\sprites\spinarak0.png,166
./data\167. Spinarak\sprites\spinarak1.png,166
./data\167. Spinarak\sprites\spinarak10.png,166
./data\167. Spinarak\sprites\spinarak11.png,166
./data\167. Spinarak\sprites\spinarak2.png,166
./data\167. Spinarak\sprites\spinarak3.png,166
./data\167. Spinarak\sprites\spinarak4.png,166
./data\167. Spinarak\sprites\spinarak5.png,166
./data\167. Spinarak\sprites\spinarak6.png,166
./data\167. Spinarak\sprites\spinarak7.png,166
./data\167. Spinarak\sprites\spinarak8.png,166
./data\167. Spinarak\sprites\spinarak9.png,166
./data\168. Ariados\ariados-gen22.jpg,167
./data\168. Ariados\ariados0.jpg,167
./data\168. Ariados\ariados1.jpg,167
./data\168. Ariados\ariados3.png,167
./data\168. Ariados\sprites\ariados0.png,167
./data\168. Ariados\sprites\ariados1.png,167
./data\168. Ariados\sprites\ariados10.png,167
./data\168. Ariados\sprites\ariados11.png,167
./data\168. Ariados\sprites\ariados2.png,167
./data\168. Ariados\sprites\ariados3.png,167
./data\168. Ariados\sprites\ariados4.png,167
./data\168. Ariados\sprites\ariados5.png,167
./data\168. Ariados\sprites\ariados6.png,167
./data\168. Ariados\sprites\ariados7.png,167
./data\168. Ariados\sprites\ariados8.png,167
./data\168. Ariados\sprites\ariados9.png,167
./data\169. Crobat\crobat-gen22.jpg,168
./data\169. Crobat\crobat0.jpg,168
./data\169. Crobat\crobat1.jpg,168
./data\169. Crobat\crobat3.png,168
./data\169. Crobat\sprites\crobat0.png,168
./data\169. Crobat\sprites\crobat1.png,168
./data\169. Crobat\sprites\crobat10.png,168
./data\169. Crobat\sprites\crobat11.png,168
./data\169. Crobat\sprites\crobat12.png,168
./data\169. Crobat\sprites\crobat2.png,168
./data\169. Crobat\sprites\crobat3.png,168
./data\169. Crobat\sprites\crobat4.png,168
./data\169. Crobat\sprites\crobat5.png,168
./data\169. Crobat\sprites\crobat6.png,168
./data\169. Crobat\sprites\crobat7.png,168
./data\169. Crobat\sprites\crobat8.png,168
./data\169. Crobat\sprites\crobat9.png,168
./data\170. Chinchou\chinchou-gen22.jpg,169
./data\170. Chinchou\chinchou0.jpg,169
./data\170. Chinchou\chinchou1.jpg,169
./data\170. Chinchou\chinchou3.png,169
./data\170. Chinchou\sprites\chinchou0.png,169
./data\170. Chinchou\sprites\chinchou1.png,169
./data\170. Chinchou\sprites\chinchou10.png,169
./data\170. Chinchou\sprites\chinchou11.png,169
./data\170. Chinchou\sprites\chinchou12.png,169
./data\170. Chinchou\sprites\chinchou2.png,169
./data\170. Chinchou\sprites\chinchou3.png,169
./data\170. Chinchou\sprites\chinchou4.png,169
./data\170. Chinchou\sprites\chinchou5.png,169
./data\170. Chinchou\sprites\chinchou6.png,169
./data\170. Chinchou\sprites\chinchou7.png,169
./data\170. Chinchou\sprites\chinchou8.png,169
./data\170. Chinchou\sprites\chinchou9.png,169
./data\171. Lanturn\lanturn-gen22.jpg,170
./data\171. Lanturn\lanturn0.jpg,170
./data\171. Lanturn\lanturn1.jpg,170
./data\171. Lanturn\lanturn3.png,170
./data\171. Lanturn\sprites\lanturn0.png,170
./data\171. Lanturn\sprites\lanturn1.png,170
./data\171. Lanturn\sprites\lanturn10.png,170
./data\171. Lanturn\sprites\lanturn11.png,170
./data\171. Lanturn\sprites\lanturn12.png,170
./data\171. Lanturn\sprites\lanturn2.png,170
./data\171. Lanturn\sprites\lanturn3.png,170
./data\171. Lanturn\sprites\lanturn4.png,170
./data\171. Lanturn\sprites\lanturn5.png,170
./data\171. Lanturn\sprites\lanturn6.png,170
./data\171. Lanturn\sprites\lanturn7.png,170
./data\171. Lanturn\sprites\lanturn8.png,170
./data\171. Lanturn\sprites\lanturn9.png,170
./data\172. Pichu\pichu-gen22.jpg,171
./data\172. Pichu\pichu0.jpg,171
./data\172. Pichu\pichu1.jpg,171
./data\172. Pichu\pichu3.png,171
./data\172. Pichu\sprites\pichu0.png,171
./data\172. Pichu\sprites\pichu1.png,171
./data\172. Pichu\sprites\pichu10.png,171
./data\172. Pichu\sprites\pichu11.png,171
./data\172. Pichu\sprites\pichu12.png,171
./data\172. Pichu\sprites\pichu2.png,171
./data\172. Pichu\sprites\pichu3.png,171
./data\172. Pichu\sprites\pichu4.png,171
./data\172. Pichu\sprites\pichu5.png,171
./data\172. Pichu\sprites\pichu6.png,171
./data\172. Pichu\sprites\pichu7.png,171
./data\172. Pichu\sprites\pichu8.png,171
./data\172. Pichu\sprites\pichu9.png,171
./data\173. Cleffa\cleffa-gen22.jpg,172
./data\173. Cleffa\cleffa0.jpg,172
./data\173. Cleffa\cleffa1.jpg,172
./data\173. Cleffa\cleffa3.png,172
./data\173. Cleffa\sprites\cleffa0.png,172
./data\173. Cleffa\sprites\cleffa1.png,172
./data\173. Cleffa\sprites\cleffa10.png,172
./data\173. Cleffa\sprites\cleffa11.png,172
./data\173. Cleffa\sprites\cleffa12.png,172
./data\173. Cleffa\sprites\cleffa2.png,172
./data\173. Cleffa\sprites\cleffa3.png,172
./data\173. Cleffa\sprites\cleffa4.png,172
./data\173. Cleffa\sprites\cleffa5.png,172
./data\173. Cleffa\sprites\cleffa6.png,172
./data\173. Cleffa\sprites\cleffa7.png,172
./data\173. Cleffa\sprites\cleffa8.png,172
./data\173. Cleffa\sprites\cleffa9.png,172
./data\174. Igglybuff\igglybuff-gen22.jpg,173
./data\174. Igglybuff\igglybuff0.jpg,173
./data\174. Igglybuff\igglybuff1.jpg,173
./data\174. Igglybuff\igglybuff3.png,173
./data\174. Igglybuff\sprites\igglybuff0.png,173
./data\174. Igglybuff\sprites\igglybuff1.png,173
./data\174. Igglybuff\sprites\igglybuff10.png,173
./data\174. Igglybuff\sprites\igglybuff11.png,173
./data\174. Igglybuff\sprites\igglybuff12.png,173
./data\174. Igglybuff\sprites\igglybuff2.png,173
./data\174. Igglybuff\sprites\igglybuff3.png,173
./data\174. Igglybuff\sprites\igglybuff4.png,173
./data\174. Igglybuff\sprites\igglybuff5.png,173
./data\174. Igglybuff\sprites\igglybuff6.png,173
./data\174. Igglybuff\sprites\igglybuff7.png,173
./data\174. Igglybuff\sprites\igglybuff8.png,173
./data\174. Igglybuff\sprites\igglybuff9.png,173
./data\175. Togepi\togepi-gen22.jpg,174
./data\175. Togepi\togepi0.jpg,174
./data\175. Togepi\togepi1.jpg,174
./data\175. Togepi\togepi3.png,174
./data\175. Togepi\sprites\togepi0.png,174
./data\175. Togepi\sprites\togepi1.png,174
./data\175. Togepi\sprites\togepi10.png,174
./data\175. Togepi\sprites\togepi2.png,174
./data\175. Togepi\sprites\togepi3.png,174
./data\175. Togepi\sprites\togepi4.png,174
./data\175. Togepi\sprites\togepi5.png,174
./data\175. Togepi\sprites\togepi6.png,174
./data\175. Togepi\sprites\togepi7.png,174
./data\175. Togepi\sprites\togepi8.png,174
./data\175. Togepi\sprites\togepi9.png,174
./data\176. Togetic\togetic-gen22.jpg,175
./data\176. Togetic\togetic0.jpg,175
./data\176. Togetic\togetic1.jpg,175
./data\176. Togetic\togetic3.png,175
./data\176. Togetic\sprites\togetic0.png,175
./data\176. Togetic\sprites\togetic1.png,175
./data\176. Togetic\sprites\togetic10.png,175
./data\176. Togetic\sprites\togetic2.png,175
./data\176. Togetic\sprites\togetic3.png,175
./data\176. Togetic\sprites\togetic4.png,175
./data\176. Togetic\sprites\togetic5.png,175
./data\176. Togetic\sprites\togetic6.png,175
./data\176. Togetic\sprites\togetic7.png,175
./data\176. Togetic\sprites\togetic8.png,175
./data\176. Togetic\sprites\togetic9.png,175
./data\177. Natu\natu-gen22.jpg,176
./data\177. Natu\natu0.jpg,176
./data\177. Natu\natu1.jpg,176
./data\177. Natu\natu3.png,176
./data\177. Natu\sprites\natu0.png,176
./data\177. Natu\sprites\natu1.png,176
./data\177. Natu\sprites\natu10.png,176
./data\177. Natu\sprites\natu11.png,176
./data\177. Natu\sprites\natu12.png,176
./data\177. Natu\sprites\natu2.png,176
./data\177. Natu\sprites\natu3.png,176
./data\177. Natu\sprites\natu4.png,176
./data\177. Natu\sprites\natu5.png,176
./data\177. Natu\sprites\natu6.png,176
./data\177. Natu\sprites\natu7.png,176
./data\177. Natu\sprites\natu8.png,176
./data\177. Natu\sprites\natu9.png,176
./data\178. Xatu\xatu-gen22.jpg,177
./data\178. Xatu\xatu0.jpg,177
./data\178. Xatu\xatu1.jpg,177
./data\178. Xatu\xatu3.png,177
./data\178. Xatu\sprites\xatu-f10.png,177
./data\178. Xatu\sprites\xatu-f11.png,177
./data\178. Xatu\sprites\xatu-f12.png,177
./data\178. Xatu\sprites\xatu-f2.png,177
./data\178. Xatu\sprites\xatu-f3.png,177
./data\178. Xatu\sprites\xatu-f4.png,177
./data\178. Xatu\sprites\xatu-f5.png,177
./data\178. Xatu\sprites\xatu-f9.png,177
./data\178. Xatu\sprites\xatu0.png,177
./data\178. Xatu\sprites\xatu1.png,177
./data\178. Xatu\sprites\xatu6.png,177
./data\178. Xatu\sprites\xatu7.png,177
./data\178. Xatu\sprites\xatu8.png,177
./data\179. Mareep\mareep-gen22.jpg,178
./data\179. Mareep\mareep0.jpg,178
./data\179. Mareep\mareep1.jpg,178
./data\179. Mareep\mareep3.png,178
./data\179. Mareep\sprites\mareep0.png,178
./data\179. Mareep\sprites\mareep1.png,178
./data\179. Mareep\sprites\mareep10.png,178
./data\179. Mareep\sprites\mareep11.png,178
./data\179. Mareep\sprites\mareep2.png,178
./data\179. Mareep\sprites\mareep3.png,178
./data\179. Mareep\sprites\mareep4.png,178
./data\179. Mareep\sprites\mareep5.png,178
./data\179. Mareep\sprites\mareep6.png,178
./data\179. Mareep\sprites\mareep7.png,178
./data\179. Mareep\sprites\mareep8.png,178
./data\179. Mareep\sprites\mareep9.png,178
./data\180. Flaaffy\flaaffy-gen22.jpg,179
./data\180. Flaaffy\flaaffy0.jpg,179
./data\180. Flaaffy\flaaffy1.jpg,179
./data\180. Flaaffy\flaaffy3.png,179
./data\180. Flaaffy\sprites\flaaffy0.png,179
./data\180. Flaaffy\sprites\flaaffy1.png,179
./data\180. Flaaffy\sprites\flaaffy10.png,179
./data\180. Flaaffy\sprites\flaaffy11.png,179
./data\180. Flaaffy\sprites\flaaffy2.png,179
./data\180. Flaaffy\sprites\flaaffy3.png,179
./data\180. Flaaffy\sprites\flaaffy4.png,179
./data\180. Flaaffy\sprites\flaaffy5.png,179
./data\180. Flaaffy\sprites\flaaffy6.png,179
./data\180. Flaaffy\sprites\flaaffy7.png,179
./data\180. Flaaffy\sprites\flaaffy8.png,179
